"","X","Item_ID","Sentence","ModalPresent","Finite","QuestionType","DegreeQ","SubjectAuxInv","WhAll","QuantifiedSubject","QuantifiedPredicate","Wh","MatVerb","MatVerbPart","Modal","Verb1","Verb2","DeterminerSubject","DeterminerNonSubject","FullWhPhrase","WhNode","WhParse","Question","SentenceParse","WhPhaseType"
"157",157,"156889:13","so, julie, how do you feel *t*-1 about aids research?","no","yes","root","no","yes",NA,"","","how","","",NA,"do","","","","",NA,"(WRB how)","so, julie, how do you feel *t*-1 about aids research?","(TOP (SBARQ (RB So) (, ,) (NP-VOC (NNP Julie)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (ADVP (-NONE- *T*-1)) (PP (IN about) (NP (NN AIDS) (NN research))))) (. ?) (-DFL- E_S)))","monomorphemic"
"158",158,"15451:74","there's a, there's a certain scene in the movie where there's, um, where they're, they're on a buffalo hunt *t*-1.","no","yes","relative","no","",NA,"","","where","","",NA,"'re","","","a","",NA,"(WRB where)","where there's, um, where they're, they're on a buffalo hunt *t*-1","(TOP (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (EX there)) (VP (BES 's) (NP-PRD-UNF (DT a)))) (, ,) (IP (-DFL- \+))) (NP-SBJ (EX there)) (VP (BES 's) (NP-PRD (NP (DT a) (RS (-DFL- \])) (JJ certain) (NN scene)) (PP (IN in) (NP (DT the) (NN movie))) (SBAR (EDITED (RM (-DFL- \[)) (SBAR (WHADVP (WRB where)) (S (NP-SBJ (EX there)) (VP-UNF (BES 's)))) (, ,) (IP (-DFL- \+))) (INTJ (UH um)) (, ,) (WHADVP-1 (WRB where)) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP they)) (VP-UNF (VBP 're))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP they)) (VP (VBP 're) (RS (-DFL- \])) (RS (-DFL- \])) (PP-PRD (IN on) (NP (DT a) (NN buffalo) (NN hunt))) (ADVP (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))","monomorphemic"
"159",159,"55721:55","and they show you how, everything 0 * to do *t*-1, and how * to do it *t*-3, and the whole nine yards.","no","yes","subject","no","",NA,"","","how","","",NA,"do","","","the","",NA,"(WRB how)","how * to do it *t*-3","(TOP (S (CC and) (NP-SBJ (PRP they)) (VP (VBP show) (NP (PRP you)) (EDITED (RM (-DFL- \[)) (SBAR-UNF (WHADVP (WRB how))) (, ,) (IP (-DFL- \+))) (UCP (NP (NP (NN everything)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1))))))) (, ,) (CC and) (SBAR (WHADVP-3 (WRB how)) (RS (-DFL- \])) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-3)))))) (, ,) (CC and) (NP (DT the) (JJ whole) (CD nine) (NNS yards)))) (. .) (-DFL- E_S)))","monomorphemic"
"160",160,"135119:10","and then when i put the verandas whi-, which *t*-1 will be twelve feet out all the way around on the north, south and east sides *t*-2 that will define the shop.","no","yes","subject","no","",NA,"","all","when","","",NA,"put","","that","the","",NA,"(WRB when)","when i put the verandas whi-, which *t*-1 will be twelve feet out all the way around on the north, south and east sides *t*-2","(TOP (S (CONJP (CC And) (RB then)) (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBP put) (NP (NP (DT the) (NNS verandas)) (SBAR (EDITED (RM (-DFL- \[)) (WHNP-UNF (WDT whi-)) (, ,) (IP (-DFL- \+))) (WHNP-1 (WDT which)) (RS (-DFL- \])) (S (NP-SBJ (-NONE- *T*-1)) (VP (MD will) (VP (VB be) (NP-PRD (NP (CD twelve) (NNS feet)) (ADVP (IN out))) (ADVP (NP (PDT all) (DT the) (NN way)) (RB around)) (PP-LOC (IN on) (NP (DT the) (ADJP (JJ north) (, ,) (JJ south) (CC and) (JJ east)) (NNS sides)))))))) (ADVP-TMP (-NONE- *T*-2))))) (NP-SBJ (DT that)) (VP (MD will) (VP (VB define) (NP (DT the) (NN shop)))) (. .) (-DFL- E_S)))","monomorphemic"
"161",161,"122174:4","what did you think *t*-1 of that one?","no","yes","root","no","yes",NA,"","one","","","",NA,"did","","","that","",NA,"(WP What)","what did you think *t*-1 of that one?","(TOP (SBARQ (WHNP-1 (WP What)) (SQ (VBD did) (NP-SBJ (PRP you)) (VP (VB think) (NP (-NONE- *T*-1)) (PP (IN of) (NP (DT that) (CD one))))) (. ?) (-DFL- E_S)))","monomorphemic"
"162",162,"82799:18","one of them is whose stars and stripes now?","no","yes","subject","no","",NA,"","","","","",NA,"is","","","whose","whose stars and stripes",NA,"(WDT WHOSE)","one of them is whose stars and stripes now?","(TOP (S (NP-SBJ (NP (CD one)) (PP (IN of) (NP (PRP them)))) (VP (VBZ is) (FRAG-TTL-PRD (WHNP (WDT WHOSE) (NNS STARS) (CC AND) (NNS STRIPES)) (ADVP-TMP (RB NOW)))) (. ?) (-DFL- E_S)))","complex"
"163",163,"2392:92","well i guess 0 i also have been reading, uh, a lot of things on, uh, quality improvement and that type of thing because that's what i'm involved in *t*-1 a lot at work.","no","yes","adjunct","no","",NA,"","","what","reading","",NA,"'m","","that","a","",NA,"(WP what)","what i'm involved in *t*-1 a lot at work","(TOP (S (INTJ (UH Well)) (NP-SBJ (PRP I)) (VP (VBP guess) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (ADVP (RB also)) (VP (VBP have) (VP (VBN been) (VP (VBG reading) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS things))) (PP (IN on) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (NN quality) (NN improvement)) (CC and) (NP (NP (DT that) (NN type)) (PP (IN of) (NP (NN thing))))))) (SBAR-PRP (IN because) (S (NP-SBJ (DT that)) (VP (BES 's) (SBAR-NOM-PRD (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP 'm) (ADJP-PRD (VBN involved) (PP (IN in) (NP (-NONE- *T*-1)))) (NP-ADV (DT a) (NN lot)) (PP-LOC (IN at) (NP (NN work))))))))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"164",164,"76952:79","what do you think 0 *t*-1 are some current trends in, uh, the way 0 families spend time together *t*-2, based on what you've seen *t*-3.","no","yes","nominalized","no","yes",NA,"","","what","","based",NA,"'ve","do","","some","",NA,"(WP what)","what you've seen *t*-3","(TOP (SBARQ (WHNP-1 (WP what)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBP are) (NP-PRD (NP (DT some) (JJ current) (NNS trends)) (PP (IN in) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT the) (NN way)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ (NNS families)) (VP (VBP spend) (NP (NN time)) (ADVP (RB together)) (ADVP-MNR (-NONE- *T*-2))))))))))) (, ,) (PP (VBN based) (PP (IN on) (SBAR-NOM (WHNP-3 (WP what)) (S (NP-SBJ (PRP you)) (VP (VBP 've) (VP (VBN seen) (NP (-NONE- *T*-3)))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"165",165,"159819:13","but i know what i like *t*-1 when it's, uh, when i like a sound. a certain kind of sound *t*-2,","no","yes","embedded","no","",NA,"","","what","know","",NA,"like","","","a","",NA,"(WP what)","what i like *t*-1","(TOP (S (CC But) (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP like) (NP (-NONE- *T*-1))))) (EDITED (RM (-DFL- \[)) (SBAR-TMP (WHADVP (WRB when)) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's)))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBP like) (RS (-DFL- \])) (NP (NP (DT a) (NN sound)) (. .) (NP (NP (DT A) (JJ certain) (NN kind)) (PP (IN of) (NP (NN sound))))) (ADVP-TMP (-NONE- *T*-2)))))) (, ,) (-DFL- E_S)))","monomorphemic"
"166",167,"60505:11","that's why i was in the deseg down here in plano also *t*-1.","no","yes","embedded","no","",NA,"","","why","","",NA,"was","","that","the","",NA,"(WRB why)","why i was in the deseg down here in plano also *t*-1","(TOP (S (NP-SBJ (DT that)) (VP (BES 's) (SBAR-PRP-PRD (WHADVP-1 (WRB why)) (S (NP-SBJ (PRP I)) (VP (VBD was) (PP-PRD (IN in) (NP (DT the) (NNP Deseg))) (PP-LOC (IN down) (ADVP (RB here))) (PP-LOC (IN in) (NP (NNP Plano))) (ADVP (RB also)) (ADVP-PRP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)))","monomorphemic"
"167",168,"149921:37","and that's what *t*-1 really is getting me about what george bush's stand on the budget is *t*-2 right now is that he is saying, i am going *-3 to give you this ludicrous little tax cut so that you'll be happy come november, and you'll elect me again","no","yes","nominalized","no","",NA,"","","what","","getting",NA,"is","","the","the","",NA,"(WP what)","what george bush's stand on the budget is *t*-2 right now","(TOP (S (CC and) (S-SBJ (NP-SBJ (DT that)) (VP (BES 's) (SBAR-NOM-PRD (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *T*-1)) (ADVP (RB really)) (VP (VBZ is) (VP (VBG getting) (NP (PRP me)) (PP (IN about) (SBAR-NOM (WHNP-2 (WP what)) (S (NP-SBJ (NP (NP (NNP George) (NNP Bush) (POS 's)) (NN stand)) (PP (IN on) (NP (DT the) (NN budget)))) (VP (VBZ is) (NP-PRD (-NONE- *T*-2)) (ADVP-TMP (RB right) (RB now)))))))))))) (VP (VBZ is) (SBAR-PRD (IN that) (S (NP-SBJ (PRP he)) (VP (VBZ is) (VP (VBG saying) (, ,) (S-SEZ (NP-SBJ-3 (PRP I)) (VP (VBP am) (VP (VBG going) (S (NP-SBJ (-NONE- *-3)) (VP (TO to) (VP (VB give) (NP (PRP you)) (NP (DT this) (JJ ludicrous) (JJ little) (NN tax) (NN cut)) (SBAR-PRP (IN so) (IN that) (S (S (NP-SBJ (PRP you)) (VP (MD 'll) (VP (VB be) (ADJP-PRD (JJ happy)) (PP-TMP (VBP come) (NP (NNP November)))))) (, ,) (CC and) (S (NP-SBJ (PRP you)) (VP (MD 'll) (VP (VB elect) (NP (PRP me)) (ADVP (RB again)))))))))))))))))) (-DFL- E_S)))","monomorphemic"
"168",169,"29072:27","uh, well, it would depend on when you go *t*-1","no","yes","nominalized","no","",NA,"","","when","","depend",NA,"go","","","","",NA,"(WRB when)","when you go *t*-1","(TOP (S (INTJ (UH Uh)) (, ,) (INTJ (UH well)) (, ,) (NP-SBJ (PRP it)) (VP (MD would) (VP (VB depend) (PP (IN on) (SBAR-NOM (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP go) (ADVP-TMP (-NONE- *T*-1)))))))) (-DFL- E_S)))","monomorphemic"
"169",170,"126110:4","where they, uh, intend *-1 to sell you things *t*-2.","no","yes","subject","no","",NA,"","","","","",NA,"intend","","","","",NA,"(WRB Where)","where they, uh, intend *-1 to sell you things *t*-2.","(TOP (SBAR (WHADVP-2 (WRB Where)) (S (NP-SBJ-1 (PRP they)) (, ,) (INTJ (UH uh)) (, ,) (VP (VBP intend) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB sell) (NP (PRP you)) (NP (NNS things))))) (ADVP (-NONE- *T*-2)))) (. .) (-DFL- E_S)))","monomorphemic"
"170",171,"177759:42","we remodeled and saved a bunch of really nice ash cabinets, uh which *t*-1 had been in the original, remodeling of our kitchen.","no","yes","relative","no","",NA,"","","which","","",NA,"had","","","which","",NA,"(WDT which)","which *t*-1 had been in the original, remodeling of our kitchen","(TOP (S (NP-SBJ (PRP We)) (VP (VP (VBD remodeled)) (CC and) (VP (VBD saved) (NP (NP (DT a) (NN bunch)) (PP (IN of) (NP (NP (ADJP (RB really) (JJ nice)) (NN ash) (NNS cabinets)) (, ,) (INTJ (UH uh)) (SBAR (WHNP-1 (WDT which)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD had) (VP (VBN been) (PP-PRD (IN in) (NP (NP (DT the) (JJ original) (, ,) (NN remodeling)) (PP (IN of) (NP (PRP$ our) (NN kitchen)))))))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"171",172,"103785:54","and, uh, we try *-1 to make contact with them periodically *-3 to see what *t*-2's going on and stuff, too,","no","yes","subject","no","",NA,"","","what","make","",NA,"going","","","","",NA,"(WP what)","what *t*-2's going on","(TOP (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ-1 (PRP we)) (VP (VBP try) (S (NP-SBJ-3 (-NONE- *-1)) (VP (TO to) (VP (VB make) (NP (NP (NN contact)) (PP (IN with) (NP (PRP them)))) (ADVP-TMP (RB periodically)) (S-PRP (NP-SBJ (-NONE- *-3)) (VP (TO to) (VP (VB see) (UCP (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (VP (VBG going) (PRT (RP on)))))) (CC and) (NP (NN stuff))) (, ,) (ADVP (RB too))))))))) (, ,) (-DFL- E_S)))","monomorphemic"
"172",173,"59128:29","you know, i think to myself, what did i do *t*-1.","no","yes","embedded","no","yes",NA,"","","what","think","",NA,"did","","","","",NA,"(WP what)","what did i do *t*-1","(TOP (S (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (NP-SBJ (PRP I)) (VP (VBP think) (PP (IN to) (NP (PRP myself))) (, ,) (SBARQ-SEZ (WHNP-1 (WP what)) (SQ (VBD did) (NP-SBJ (PRP I)) (VP (VB do) (NP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)))","monomorphemic"
"173",174,"154239:7","so what do you do *t*-1?","no","yes","root","no","yes",NA,"","","what","","",NA,"do","","","","",NA,"(WP what)","so what do you do *t*-1?","(TOP (SBARQ (INTJ (UH So)) (WHNP-1 (WP what)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB do) (NP (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic"
"174",175,"88330:24","i did some typing for my father when he had the company *t*-1","no","yes","embedded","no","",NA,"","company","when","did","",NA,"had","","","the","",NA,"(WRB when)","when he had the company *t*-1","(TOP (S (NP-SBJ (PRP I)) (VP (VBD did) (NP (DT some) (VBG typing)) (PP (IN for) (NP (PRP$ my) (NN father))) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP he)) (VP (VBD had) (NP (DT the) (NN company)) (ADVP-TMP (-NONE- *T*-1)))))) (-DFL- E_S)))","monomorphemic"
"175",176,"177376:59","um, it, it involves, for instance, uh, * creating biological organisms which *t*-1 can remove heavy elements like selenium, and barium and, uh, other things from, uh, waste material in general. and, uh, and purify the waste of specific, uh, uh, nasty elements.","no","yes","relative","no","",NA,"","","which","involves","",NA,"remove","","","which","",NA,"(WDT which)","which *t*-1 can remove heavy elements like selenium, and barium and, uh, other things from, uh, waste material in general. and, uh, and purify the waste of specific, uh, uh, nasty elements","(TOP (S (INTJ (UH Um)) (, ,) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP it)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (RS (-DFL- \])) (VP (VBZ involves) (, ,) (PP (IN for) (NP (NN instance))) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ (-NONE- *)) (VP (VBG creating) (NP (NP (JJ biological) (NNS organisms)) (SBAR (WHNP-1 (WDT which)) (S (NP-SBJ (-NONE- *T*-1)) (VP (MD can) (VP (VP (VB remove) (NP (NP (JJ heavy) (NNS elements)) (PP (IN like) (NP (NP (NN selenium)) (, ,) (CC and) (NP (NN barium)) (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (JJ other) (NNS things))))) (PP (IN from) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (NN waste) (NN material)) (PP (IN in) (ADJP (NN general)))))) (. .) (EDITED (RM (-DFL- \[)) (CC And) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (CC and) (RS (-DFL- \])) (VP (VB purify) (NP (NP (DT the) (NN waste)) (PP (IN of) (NP (JJ specific) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (JJ nasty) (NNS elements))))))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"176",177,"158475:34","because they do, do things differently when you're not around *t*-1,","no","yes","embedded","no","",NA,"","","when","do","",NA,"'re","","","","",NA,"(WRB when)","when you're not around *t*-1","(TOP (SBAR-PRP (IN Because) (S (NP-SBJ (PRP they)) (RM (-DFL- \[)) (VP (VBP do) (, ,) (IP (-DFL- \+)) (VP (VBP do) (RS (-DFL- \])) (NP (NNS things)) (ADVP-MNR (RB differently)) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP 're) (RB not) (ADVP-LOC-PRD (RB around)) (ADVP-TMP (-NONE- *T*-1)))))))) (, ,) (-DFL- E_S)))","monomorphemic"
"177",178,"27406:14","you can see where those spackling marks were *t*-1.","no","yes","embedded","no","",NA,"","","where","see","",NA,"were","","those","those","",NA,"(WRB where)","where those spackling marks were *t*-1","(TOP (S (NP-SBJ (PRP you)) (VP (MD can) (VP (VB see) (SBAR-LOC (WHADVP-1 (WRB where)) (S (NP-SBJ (DT those) (NN spackling) (NNS marks)) (VP (VBD were) (ADVP-LOC-PRD (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))","monomorphemic"
"178",179,"130494:17","i was just wondering what it was like *t*-1.","no","yes","embedded","no","",NA,"","","what","wondering","",NA,"was","","","","",NA,"(WP what)","what it was like *t*-1","(TOP (S (NP-SBJ (PRP I)) (VP (VBD was) (ADVP (RB just)) (VP (VBG wondering) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP it)) (VP (VBD was) (PP-PRD (JJ like) (NP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))","monomorphemic"
"179",180,"104723:98","but, uh, i've heard it on more than one documentary that, uh, they were complaining that whoever *t*-1's sitting up there *-2 making these decisions or whatever institutions *t*-3 raise the money and, uh,","no","yes","embedded","no","",NA,"","money","whatever","complaining","",NA,"raise","","","whatever","whatever institutions",NA,"(WDT whatever)","whatever institutions *t*-3 raise the money and, uh","(TOP (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP 've) (VP (VBN heard) (NP (PRP it)) (PP (IN on) (NP (QP (RBR more) (IN than) (CD one)) (NN documentary))) (SBAR (IN that) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ (PRP they)) (VP (VBD were) (VP (VBG complaining) (SBAR (DT that) (S (SBAR-NOM-SBJ (SBAR (WHNP-1 (WP whoever)) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (BES 's) (VP (VBG sitting) (PP-LOC (IN up) (ADVP (RB there))) (S-ADV (NP-SBJ (-NONE- *-2)) (VP (VBG making) (NP (DT these) (NNS decisions)))))))) (CC or) (SBAR (WHNP-3 (WDT whatever) (NNS institutions)) (S (NP-SBJ (-NONE- *T*-3)) (VP-UNF (VP (VBP raise) (NP (DT the) (NN money))) (CC and) (, ,) (INTJ (UH uh)))))))))))))) (, ,) (-DFL- N_S)))","complex"
"180",181,"166993:42","it seems to me 0 i'm always challenged *-2 peremptorily also when i go to these things *t*-1.","no","yes","embedded","no","",NA,"","","when","challenged","",NA,"go","","","these","",NA,"(WRB when)","when i go to these things *t*-1","(TOP (S (NP-SBJ (PRP it)) (VP (VBZ seems) (PP (IN to) (NP (PRP me))) (SBAR (-NONE- 0) (S (NP-SBJ-2 (PRP I)) (VP (VBP 'm) (ADVP-TMP (RB always)) (VP (VBN challenged) (NP (-NONE- *-2)) (ADVP-MNR (RB peremptorily)) (ADVP (RB also)) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBP go) (PP (IN to) (NP (DT these) (NNS things))) (ADVP-TMP (-NONE- *T*-1)))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"181",182,"127415:12","that's what *ich*-2 i don't like *t*-1 about ladies home journal magazines.","no","yes","subject","no","",NA,"","","what","","",NA,"do","","that","","",NA,"(WP what)","what *ich*-2 i don't like *t*-1 about ladies home journal magazines","(TOP (S (NP-SBJ (DT that)) (VP (BES 's) (SBAR-NOM-PRD (WHNP-1 (WHNP (WP what)) (PP (-NONE- *ICH*-2))) (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB like) (NP (-NONE- *T*-1)) (PP-2 (IN about) (NP (NX (NNP LADIES) (NNP HOME) (NNP JOURNAL)) (NNS magazines)))))))) (. .) (-DFL- E_S)))","monomorphemic"
"182",183,"91165:54","that kind of was, um, kind of a pop psychology time for wh-, when a lot of books like that were coming out *t*-2, i think 0 *t*-1.","no","yes","embedded","no","",NA,"","","when","was","",NA,"were","","a","a","",NA,"(WRB when)","wh-, when a lot of books like that were coming out *t*-2","(TOP (S (S-TPC-1 (NP-SBJ (DT That)) (ADVP (NN kind) (IN of)) (VP (VBD was) (, ,) (INTJ (UH um)) (, ,) (ADVP (RB kind) (RB of)) (NP-PRD (DT a) (JJ pop) (NN psychology) (NN time)) (EDITED (PP-UNF (IN for))) (SBAR-TMP (EDITED (RM (-DFL- \[)) (WHADVP-UNF (WRB wh-)) (, ,) (IP (-DFL- \+))) (WHADVP-2 (WRB when)) (RS (-DFL- \])) (S (NP-SBJ (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NNS books)) (PP (IN like) (NP (DT that)))))) (VP (VBD were) (VP (VBG coming) (PRT (RP out)) (ADVP-TMP (-NONE- *T*-2)))))))) (, ,) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (-NONE- *T*-1)))) (. .) (-DFL- E_S)))","monomorphemic"
"183",184,"79096:89","i'd like *-1 to know, for instance, when i, when they say, uh, plastic, all plastic *t*-4, what kind of plastic, can you put *t*-2 all together","no","yes","embedded","no","yes",NA,"","all","what","know","",NA,"say","","","what","what kind",NA,"(WDT what)","when i, when they say, uh, plastic, all plastic *t*-4, what kind of plastic, can you put *t*-2 all together","(TOP (S (NP-SBJ-1 (PRP I)) (VP (MD 'd) (VP (VB like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB know) (, ,) (PP (IN for) (NP (NN instance))) (, ,) (SBARQ (SBAR-TMP (EDITED (RM (-DFL- \[)) (SBAR-TMP (WHADVP (WRB when)) (S-UNF (NP-SBJ (PRP I)))) (, ,) (IP (-DFL- \+))) (WHADVP-4 (WRB when)) (S (NP-SBJ (PRP they)) (RS (-DFL- \])) (VP (VBP say) (, ,) (INTJ (UH uh)) (, ,) (NP-SEZ (NP (NN plastic)) (, ,) (NP (RB all) (NN plastic))) (ADVP-TMP (-NONE- *T*-4))))) (, ,) (WHNP-2 (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NN plastic)))) (, ,) (SQ (MD can) (NP-SBJ (PRP you)) (VP (VB put) (NP (-NONE- *T*-2)) (ADVP (RB all) (RB together))))))))))))","complex"
"184",185,"175349:16","i don't know how it works exactly *t*-1","no","yes","embedded","no","",NA,"","","how","know","",NA,"works","","","","",NA,"(WRB how)","how it works exactly *t*-1","(TOP (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP it)) (VP (VBZ works) (ADVP (RB exactly)) (ADVP-MNR (-NONE- *T*-1))))))) (-DFL- E_S)))","monomorphemic"
"185",186,"122886:40","you know, somewhere they can sit down and write down what, you know, things that you've improved upon *t*-1,","no","yes","embedded","no","",NA,"","","what","write","",NA,"know","","","","what, you know, things",NA,"(WP what)","what, you know, things that you've improved upon *t*-1","(TOP (S (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (ADVP-LOC (RB somewhere)) (NP-SBJ (PRP they)) (VP (MD can) (VP (VP (VB sit) (ADVP (RB down))) (CC and) (VP (VB write) (PRT (RP down)) (SBAR (WHNP-1 (WHNP (WP what) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NNS things)) (WHNP (IN that))) (S (NP-SBJ (PRP you)) (VP (VBP 've) (VP (VBN improved) (PP (IN upon) (NP (-NONE- *T*-1)))))))))) (, ,) (-DFL- E_S)))","complex"
"186",187,"58323:21","oh, oh, that's what i was thinking *t*-1 by quick transition,","no","yes","subject","no","",NA,"","","what","","",NA,"was","","that","","",NA,"(WP what)","what i was thinking *t*-1 by quick transition","(TOP (S (INTJ (UH oh)) (, ,) (INTJ (UH oh)) (, ,) (NP-SBJ (DT that)) (VP (BES 's) (SBAR-NOM-PRD (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBD was) (VP (VBG thinking) (NP (-NONE- *T*-1)) (PP (IN by) (NP (JJ quick) (NN transition)))))))) (, ,) (-DFL- E_S)))","monomorphemic"
"187",188,"164868:40","it gives you a whole different perspective on the news, uh, when you hear it from, say, a european point of view, or from the country of origin *t*-1.","no","yes","embedded","no","",NA,"","","when","gives","",NA,"hear","","","a","",NA,"(WRB when)","when you hear it from, say, a european point of view, or from the country of origin *t*-1","(TOP (S (NP-SBJ (PRP It)) (VP (VBZ gives) (NP (PRP you)) (NP (NP (DT a) (ADJP (RB whole) (JJ different)) (NN perspective)) (PP (IN on) (NP (DT the) (NN news)))) (, ,) (INTJ (UH uh)) (, ,) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP hear) (NP (PRP it)) (PP (PP (IN from) (, ,) (INTJ (UH say)) (, ,) (NP (NP (DT a) (JJ European) (NN point)) (PP (IN of) (NP (NN view))))) (, ,) (CC or) (PP (IN from) (NP (NP (DT the) (NN country)) (PP (IN of) (NP (NN origin)))))) (ADVP-TMP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)))","monomorphemic"
"188",189,"158110:17","and i feel 0 when my children were very young *t*-2, i had jobs that *t*-1 helped me be flexible with my schedule and spend time with them and all that sort of thing.","no","yes","embedded","no","",NA,"","","when","feel","",NA,"were","","","that","",NA,"(WRB when)","when my children were very young *t*-2","(TOP (S (CC And) (NP-SBJ (PRP I)) (VP (VBP feel) (SBAR (-NONE- 0) (S (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ (PRP$ my) (NNS children)) (VP (VBD were) (ADJP-PRD (RB very) (JJ young)) (ADVP-TMP (-NONE- *T*-2))))) (, ,) (NP-SBJ (PRP I)) (VP (VBD had) (NP (NP (NNS jobs)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD helped) (S (NP-SBJ (PRP me)) (VP (VP (VB be) (ADJP-PRD (JJ flexible) (PP (IN with) (NP (PRP$ my) (NN schedule))))) (CC and) (VP (VB spend) (NP (NN time)) (PP (IN with) (NP (PRP them)))) (CC and) (NP-ETC (NP (PDT all) (DT that) (NN sort)) (PP (IN of) (NP (NN thing)))))))))))))) (. .) (-DFL- E_S)))","monomorphemic"
